filepath,label,cluster,umap_x,umap_y
data\raw\HAM10000_images_part_1\ISIC_0027324.jpg,nevus,1,5.588145,2.0881295
data\raw\HAM10000_images_part_2\ISIC_0033874.jpg,melanoma,0,6.640758,-1.8622358
data\raw\HAM10000_images_part_2\ISIC_0032190.jpg,melanoma,1,5.5915174,0.4404709
data\raw\HAM10000_images_part_2\ISIC_0030147.jpg,nevus,1,5.7933617,2.6617482
data\raw\HAM10000_images_part_1\ISIC_0026061.jpg,nevus,0,5.6280427,-0.34547648
data\raw\HAM10000_images_part_2\ISIC_0034203.jpg,nevus,0,5.897178,-1.8752613
data\raw\HAM10000_images_part_2\ISIC_0032346.jpg,nevus,2,2.7358375,2.8944883
data\raw\HAM10000_images_part_1\ISIC_0025345.jpg,seborrheic_keratosis,1,8.2854395,0.6456902
data\raw\HAM10000_images_part_1\ISIC_0028665.jpg,nevus,0,5.4854517,-0.5719774
data\raw\HAM10000_images_part_2\ISIC_0029408.jpg,nevus,2,3.660329,1.1773162
data\raw\HAM10000_images_part_2\ISIC_0032999.jpg,nevus,0,6.39386,-4.3344026
data\raw\HAM10000_images_part_1\ISIC_0026295.jpg,nevus,0,6.041414,-2.0071476
data\raw\HAM10000_images_part_1\ISIC_0026508.jpg,nevus,1,8.650096,-1.4497368
data\raw\HAM10000_images_part_2\ISIC_0031588.jpg,nevus,1,5.2491713,1.2826192
data\raw\HAM10000_images_part_2\ISIC_0032512.jpg,nevus,0,6.4399896,-4.3018336
data\raw\HAM10000_images_part_2\ISIC_0032010.jpg,nevus,0,5.9029393,-1.6423634
data\raw\HAM10000_images_part_2\ISIC_0033840.jpg,nevus,0,6.1958065,-1.4538631
data\raw\HAM10000_images_part_2\ISIC_0034098.jpg,nevus,1,8.0826645,1.7138513
data\raw\HAM10000_images_part_2\ISIC_0031794.jpg,nevus,2,2.22736,-1.5008922
data\raw\HAM10000_images_part_2\ISIC_0029848.jpg,nevus,2,4.713831,2.4155302
data\raw\HAM10000_images_part_1\ISIC_0024969.jpg,nevus,0,3.8533795,-3.0822282
data\raw\HAM10000_images_part_1\ISIC_0029271.jpg,melanoma,2,2.412236,-0.79483676
data\raw\HAM10000_images_part_1\ISIC_0028488.jpg,nevus,1,6.681986,0.31786206
data\raw\HAM10000_images_part_1\ISIC_0028843.jpg,nevus,0,5.0533257,-4.23812
data\raw\HAM10000_images_part_1\ISIC_0025348.jpg,nevus,1,9.195722,-0.20041998
data\raw\HAM10000_images_part_2\ISIC_0030302.jpg,nevus,2,3.908133,0.31301308
data\raw\HAM10000_images_part_2\ISIC_0030869.jpg,nevus,1,6.3858724,0.23186627
data\raw\HAM10000_images_part_2\ISIC_0030668.jpg,nevus,2,3.64468,0.6861854
data\raw\HAM10000_images_part_1\ISIC_0028432.jpg,nevus,2,5.0321245,2.021518
data\raw\HAM10000_images_part_2\ISIC_0030929.jpg,melanoma,2,1.8196061,-2.1969342
data\raw\HAM10000_images_part_1\ISIC_0028809.jpg,nevus,0,2.5492742,-2.5112042
data\raw\HAM10000_images_part_1\ISIC_0024435.jpg,seborrheic_keratosis,0,6.337862,-3.3496735
data\raw\HAM10000_images_part_1\ISIC_0026516.jpg,melanoma,0,3.350511,-3.041778
data\raw\HAM10000_images_part_2\ISIC_0033543.jpg,nevus,1,5.1853495,0.83441913
data\raw\HAM10000_images_part_2\ISIC_0031261.jpg,seborrheic_keratosis,1,7.9841094,-0.30523172
data\raw\HAM10000_images_part_1\ISIC_0028070.jpg,nevus,2,3.995546,1.7162586
data\raw\HAM10000_images_part_2\ISIC_0030254.jpg,nevus,1,5.293341,2.1316276
data\raw\HAM10000_images_part_1\ISIC_0028016.jpg,nevus,1,8.034747,0.01997977
data\raw\HAM10000_images_part_2\ISIC_0031396.jpg,seborrheic_keratosis,2,3.6830738,1.9324322
data\raw\HAM10000_images_part_2\ISIC_0029562.jpg,melanoma,0,6.309016,-2.2574587
data\raw\HAM10000_images_part_2\ISIC_0033744.jpg,seborrheic_keratosis,0,6.308562,-3.7024312
data\raw\HAM10000_images_part_2\ISIC_0029976.jpg,nevus,1,6.98991,-0.84466267
data\raw\HAM10000_images_part_1\ISIC_0025050.jpg,nevus,1,4.7724447,3.1969829
data\raw\HAM10000_images_part_1\ISIC_0026507.jpg,nevus,2,4.035787,2.783105
data\raw\HAM10000_images_part_1\ISIC_0028867.jpg,nevus,2,5.677854,-1.2021698
data\raw\HAM10000_images_part_2\ISIC_0031497.jpg,nevus,0,6.563222,-1.2538265
data\raw\HAM10000_images_part_1\ISIC_0028900.jpg,melanoma,0,5.979612,-4.5933223
data\raw\HAM10000_images_part_2\ISIC_0033095.jpg,nevus,1,7.9746637,-0.22272281
data\raw\HAM10000_images_part_1\ISIC_0026365.jpg,seborrheic_keratosis,2,2.136539,-2.160245
data\raw\HAM10000_images_part_1\ISIC_0026188.jpg,melanoma,0,5.818733,-5.316026
data\raw\HAM10000_images_part_1\ISIC_0028646.jpg,seborrheic_keratosis,2,2.1625733,-0.13572255
data\raw\HAM10000_images_part_2\ISIC_0033738.jpg,nevus,0,7.405312,-1.7216896
data\raw\HAM10000_images_part_2\ISIC_0033573.jpg,melanoma,0,5.4818563,-4.823933
data\raw\HAM10000_images_part_1\ISIC_0024873.jpg,nevus,1,8.557985,-0.24720058
data\raw\HAM10000_images_part_2\ISIC_0033186.jpg,melanoma,2,6.4510446,-0.34867725
data\raw\HAM10000_images_part_2\ISIC_0032900.jpg,nevus,2,3.1700976,1.318074
data\raw\HAM10000_images_part_2\ISIC_0030605.jpg,seborrheic_keratosis,2,1.3067724,-1.5692306
data\raw\HAM10000_images_part_2\ISIC_0033469.jpg,melanoma,2,3.4498658,-0.15667929
data\raw\HAM10000_images_part_1\ISIC_0028138.jpg,nevus,1,9.977948,-1.4700938
data\raw\HAM10000_images_part_2\ISIC_0032187.jpg,melanoma,2,4.3087096,-2.6588924
data\raw\HAM10000_images_part_1\ISIC_0025961.jpg,nevus,1,6.2835655,1.350562
data\raw\HAM10000_images_part_2\ISIC_0033851.jpg,nevus,2,7.0257673,0.6614278
data\raw\HAM10000_images_part_2\ISIC_0032968.jpg,melanoma,1,7.2183304,0.77184725
data\raw\HAM10000_images_part_2\ISIC_0031689.jpg,nevus,2,5.452933,2.8476694
data\raw\HAM10000_images_part_2\ISIC_0032003.jpg,nevus,0,5.7666354,-0.4938858
data\raw\HAM10000_images_part_1\ISIC_0029057.jpg,nevus,1,4.8118043,3.1259108
data\raw\HAM10000_images_part_2\ISIC_0030597.jpg,nevus,1,7.615808,-0.016813178
data\raw\HAM10000_images_part_2\ISIC_0031126.jpg,nevus,2,2.1112173,-2.5751178
data\raw\HAM10000_images_part_2\ISIC_0029815.jpg,nevus,1,9.430518,-0.9662903
data\raw\HAM10000_images_part_1\ISIC_0028506.jpg,nevus,1,10.090061,-1.4372334
data\raw\HAM10000_images_part_1\ISIC_0029049.jpg,nevus,0,6.160102,-3.5917456
data\raw\HAM10000_images_part_1\ISIC_0025191.jpg,nevus,2,2.4689682,2.656015
data\raw\HAM10000_images_part_2\ISIC_0033215.jpg,nevus,0,6.4549794,-4.3886013
data\raw\HAM10000_images_part_1\ISIC_0028484.jpg,nevus,0,3.0347779,-2.7991662
data\raw\HAM10000_images_part_2\ISIC_0029624.jpg,nevus,1,5.8603787,1.732474
data\raw\HAM10000_images_part_2\ISIC_0030859.jpg,nevus,0,4.7539983,-2.6463838
data\raw\HAM10000_images_part_1\ISIC_0028806.jpg,nevus,1,5.7894793,1.4818313
data\raw\HAM10000_images_part_1\ISIC_0028572.jpg,nevus,1,5.39325,1.9889538
data\raw\HAM10000_images_part_1\ISIC_0026691.jpg,nevus,2,3.083763,1.777391
data\raw\HAM10000_images_part_2\ISIC_0032859.jpg,nevus,0,4.3395557,-3.1911519
data\raw\HAM10000_images_part_1\ISIC_0025610.jpg,nevus,0,3.9906626,-3.204309
data\raw\HAM10000_images_part_2\ISIC_0029470.jpg,nevus,0,3.4989336,-1.7127702
data\raw\HAM10000_images_part_2\ISIC_0031018.jpg,nevus,1,7.516962,-0.35830185
data\raw\HAM10000_images_part_1\ISIC_0026229.jpg,melanoma,0,2.3784804,-2.42986
data\raw\HAM10000_images_part_1\ISIC_0024374.jpg,nevus,1,6.202748,0.03845042
data\raw\HAM10000_images_part_2\ISIC_0031582.jpg,nevus,2,4.677862,0.9355683
data\raw\HAM10000_images_part_2\ISIC_0030604.jpg,melanoma,2,3.106398,3.03544
data\raw\HAM10000_images_part_1\ISIC_0025885.jpg,seborrheic_keratosis,1,6.991842,-0.014474482
data\raw\HAM10000_images_part_1\ISIC_0024501.jpg,nevus,1,8.756776,-0.9626714
data\raw\HAM10000_images_part_1\ISIC_0024420.jpg,seborrheic_keratosis,1,8.299207,0.52007616
data\raw\HAM10000_images_part_2\ISIC_0033134.jpg,nevus,0,6.761108,-0.27352434
data\raw\HAM10000_images_part_2\ISIC_0032370.jpg,nevus,2,5.7244473,0.34093636
data\raw\HAM10000_images_part_1\ISIC_0026899.jpg,nevus,2,2.2334163,1.4119335
data\raw\HAM10000_images_part_1\ISIC_0026491.jpg,nevus,2,1.911045,-2.0825942
data\raw\HAM10000_images_part_1\ISIC_0025507.jpg,seborrheic_keratosis,2,1.300865,-1.4052211
data\raw\HAM10000_images_part_1\ISIC_0027182.jpg,nevus,2,4.7848544,0.5864215
data\raw\HAM10000_images_part_2\ISIC_0032417.jpg,seborrheic_keratosis,0,4.0958347,-1.5966543
data\raw\HAM10000_images_part_2\ISIC_0033759.jpg,nevus,1,8.494438,-1.311697
data\raw\HAM10000_images_part_2\ISIC_0029912.jpg,seborrheic_keratosis,0,5.682415,-0.7734341
data\raw\HAM10000_images_part_1\ISIC_0028490.jpg,seborrheic_keratosis,0,5.90592,-3.8625038
data\raw\HAM10000_images_part_2\ISIC_0030470.jpg,nevus,1,5.624308,2.5271316
data\raw\HAM10000_images_part_1\ISIC_0027485.jpg,nevus,2,3.5415199,2.6773314
data\raw\HAM10000_images_part_2\ISIC_0029574.jpg,melanoma,2,8.2822895,0.6712988
data\raw\HAM10000_images_part_1\ISIC_0025278.jpg,nevus,0,5.401262,-1.710729
data\raw\HAM10000_images_part_1\ISIC_0027342.jpg,nevus,2,3.1201231,2.623547
data\raw\HAM10000_images_part_1\ISIC_0027198.jpg,nevus,0,6.122764,-4.166229
data\raw\HAM10000_images_part_1\ISIC_0026678.jpg,nevus,2,2.074109,1.8309495
data\raw\HAM10000_images_part_2\ISIC_0029978.jpg,nevus,2,1.62936,-0.5665717
data\raw\HAM10000_images_part_2\ISIC_0030607.jpg,seborrheic_keratosis,2,2.4087415,-2.2063606
data\raw\HAM10000_images_part_2\ISIC_0029627.jpg,seborrheic_keratosis,2,1.8959597,-1.4851171
data\raw\HAM10000_images_part_2\ISIC_0031028.jpg,nevus,1,9.228459,-0.3225081
data\raw\HAM10000_images_part_2\ISIC_0032604.jpg,melanoma,0,6.0536914,-5.048126
data\raw\HAM10000_images_part_1\ISIC_0027377.jpg,nevus,0,3.998643,-0.057554767
data\raw\HAM10000_images_part_1\ISIC_0026540.jpg,nevus,0,5.7613425,-0.586554
data\raw\HAM10000_images_part_2\ISIC_0033229.jpg,nevus,0,5.841347,-0.94045794
data\raw\HAM10000_images_part_1\ISIC_0025073.jpg,nevus,0,4.034136,-3.2371445
data\raw\HAM10000_images_part_2\ISIC_0033143.jpg,nevus,0,4.632805,-1.4543748
data\raw\HAM10000_images_part_1\ISIC_0029197.jpg,nevus,0,4.2636395,-3.45596
data\raw\HAM10000_images_part_1\ISIC_0025190.jpg,nevus,1,9.521076,-1.2818735
data\raw\HAM10000_images_part_2\ISIC_0031773.jpg,nevus,1,5.857484,-0.078157276
data\raw\HAM10000_images_part_1\ISIC_0028220.jpg,melanoma,0,2.6370385,-2.7943728
data\raw\HAM10000_images_part_1\ISIC_0026730.jpg,nevus,0,5.9525504,-0.1978248
data\raw\HAM10000_images_part_2\ISIC_0033704.jpg,melanoma,2,1.6863859,-0.6693255
data\raw\HAM10000_images_part_2\ISIC_0034034.jpg,melanoma,0,4.221709,-2.564619
data\raw\HAM10000_images_part_2\ISIC_0029774.jpg,nevus,1,5.293577,2.7047577
data\raw\HAM10000_images_part_2\ISIC_0030308.jpg,nevus,2,2.830887,2.394728
data\raw\HAM10000_images_part_1\ISIC_0026552.jpg,nevus,0,6.023568,-4.5691686
data\raw\HAM10000_images_part_1\ISIC_0024724.jpg,nevus,1,8.475779,-0.26127768
data\raw\HAM10000_images_part_1\ISIC_0025499.jpg,nevus,0,5.15153,-4.223177
data\raw\HAM10000_images_part_2\ISIC_0031193.jpg,nevus,0,4.131713,-0.29073027
data\raw\HAM10000_images_part_1\ISIC_0026673.jpg,nevus,1,9.478295,-0.8581153
data\raw\HAM10000_images_part_2\ISIC_0029633.jpg,nevus,1,5.6186614,1.8481098
data\raw\HAM10000_images_part_2\ISIC_0030895.jpg,nevus,2,4.4564376,1.3415495
data\raw\HAM10000_images_part_2\ISIC_0032467.jpg,nevus,2,2.978025,2.7249377
data\raw\HAM10000_images_part_1\ISIC_0024469.jpg,nevus,2,3.7609546,1.8952427
data\raw\HAM10000_images_part_1\ISIC_0028378.jpg,nevus,2,3.153244,-1.0944064
data\raw\HAM10000_images_part_1\ISIC_0026252.jpg,nevus,2,3.8450587,1.8093415
data\raw\HAM10000_images_part_2\ISIC_0031082.jpg,nevus,1,8.508827,-0.8011145
data\raw\HAM10000_images_part_2\ISIC_0034225.jpg,nevus,1,6.153226,0.30508092
data\raw\HAM10000_images_part_1\ISIC_0026236.jpg,melanoma,0,4.2793407,-3.3936672
data\raw\HAM10000_images_part_1\ISIC_0026184.jpg,nevus,1,9.711396,-0.7489204
data\raw\HAM10000_images_part_1\ISIC_0028554.jpg,nevus,2,2.8187854,0.50548244
data\raw\HAM10000_images_part_1\ISIC_0026026.jpg,nevus,2,3.1634233,1.9500232
data\raw\HAM10000_images_part_2\ISIC_0030232.jpg,nevus,0,5.40441,-0.31301862
data\raw\HAM10000_images_part_2\ISIC_0032827.jpg,seborrheic_keratosis,2,3.5541675,-0.45901257
data\raw\HAM10000_images_part_2\ISIC_0029897.jpg,seborrheic_keratosis,0,5.91706,-5.308925
data\raw\HAM10000_images_part_2\ISIC_0031037.jpg,seborrheic_keratosis,2,8.119274,0.55020547
data\raw\HAM10000_images_part_2\ISIC_0034270.jpg,nevus,0,3.7269118,-2.8282754
data\raw\HAM10000_images_part_2\ISIC_0032531.jpg,melanoma,2,5.1933928,-0.4563376
data\raw\HAM10000_images_part_2\ISIC_0030295.jpg,nevus,1,6.2008905,0.1583247
data\raw\HAM10000_images_part_2\ISIC_0032933.jpg,nevus,0,3.8448026,-1.5526713
data\raw\HAM10000_images_part_2\ISIC_0031797.jpg,nevus,2,4.8839593,2.2261276
data\raw\HAM10000_images_part_2\ISIC_0032801.jpg,nevus,2,4.1924367,-0.6090222
data\raw\HAM10000_images_part_2\ISIC_0030661.jpg,seborrheic_keratosis,2,7.0621376,0.61375225
data\raw\HAM10000_images_part_1\ISIC_0026764.jpg,nevus,2,2.4960048,2.7336705
data\raw\HAM10000_images_part_1\ISIC_0026072.jpg,seborrheic_keratosis,1,7.630416,0.80370593
data\raw\HAM10000_images_part_2\ISIC_0032129.jpg,seborrheic_keratosis,1,6.3844585,-0.05807522
data\raw\HAM10000_images_part_1\ISIC_0028911.jpg,nevus,2,3.1160448,0.7266598
data\raw\HAM10000_images_part_1\ISIC_0025059.jpg,nevus,1,5.9715347,-0.3108258
data\raw\HAM10000_images_part_2\ISIC_0032935.jpg,nevus,1,6.440957,-0.49060616
data\raw\HAM10000_images_part_2\ISIC_0034076.jpg,melanoma,2,1.9844781,-0.2805355
data\raw\HAM10000_images_part_2\ISIC_0034102.jpg,nevus,0,6.3761163,-4.4034014
data\raw\HAM10000_images_part_1\ISIC_0029104.jpg,nevus,0,6.0032,-3.347387
data\raw\HAM10000_images_part_1\ISIC_0028527.jpg,nevus,2,2.1890144,-0.2367585
data\raw\HAM10000_images_part_1\ISIC_0024849.jpg,nevus,2,5.014696,2.287771
data\raw\HAM10000_images_part_2\ISIC_0031010.jpg,nevus,2,2.8704498,2.7174041
data\raw\HAM10000_images_part_2\ISIC_0029994.jpg,nevus,1,8.421731,0.0658578
data\raw\HAM10000_images_part_1\ISIC_0026956.jpg,nevus,2,2.0766993,-2.1900222
data\raw\HAM10000_images_part_2\ISIC_0029706.jpg,nevus,1,5.801201,1.764749
data\raw\HAM10000_images_part_2\ISIC_0029427.jpg,seborrheic_keratosis,2,4.0344443,1.7620709
data\raw\HAM10000_images_part_1\ISIC_0026792.jpg,nevus,2,4.877296,1.6668968
data\raw\HAM10000_images_part_2\ISIC_0032598.jpg,melanoma,0,4.0803246,-1.9540706
data\raw\HAM10000_images_part_1\ISIC_0028501.jpg,nevus,2,3.4448788,2.6705208
data\raw\HAM10000_images_part_1\ISIC_0026749.jpg,nevus,0,6.0664907,-2.9360766
data\raw\HAM10000_images_part_2\ISIC_0032025.jpg,nevus,1,9.843211,-0.73828286
data\raw\HAM10000_images_part_2\ISIC_0030178.jpg,nevus,1,8.667572,-0.47491854
data\raw\HAM10000_images_part_1\ISIC_0027879.jpg,nevus,2,3.7461221,0.28395548
data\raw\HAM10000_images_part_1\ISIC_0028491.jpg,nevus,2,3.5122256,0.08074829
data\raw\HAM10000_images_part_1\ISIC_0025359.jpg,nevus,1,10.083987,-1.4203212
data\raw\HAM10000_images_part_1\ISIC_0026201.jpg,nevus,1,5.195547,1.2434106
data\raw\HAM10000_images_part_1\ISIC_0028774.jpg,seborrheic_keratosis,0,5.7600017,-3.3158147
data\raw\HAM10000_images_part_2\ISIC_0034006.jpg,melanoma,2,4.773678,0.81698704
data\raw\HAM10000_images_part_1\ISIC_0026495.jpg,nevus,1,5.9196877,0.022465644
data\raw\HAM10000_images_part_1\ISIC_0024534.jpg,nevus,2,3.3271515,2.9563015
data\raw\HAM10000_images_part_1\ISIC_0026754.jpg,melanoma,0,5.4216795,-4.6069546
data\raw\HAM10000_images_part_1\ISIC_0026839.jpg,nevus,0,5.833385,-3.7095072
data\raw\HAM10000_images_part_1\ISIC_0028233.jpg,seborrheic_keratosis,1,9.682629,-1.2946515
data\raw\HAM10000_images_part_2\ISIC_0030378.jpg,nevus,1,8.518271,-1.4170665
data\raw\HAM10000_images_part_2\ISIC_0030477.jpg,nevus,2,3.4507902,1.1307329
data\raw\HAM10000_images_part_2\ISIC_0030871.jpg,nevus,2,4.058884,2.7198226
data\raw\HAM10000_images_part_1\ISIC_0024679.jpg,melanoma,2,1.4641196,-0.6422326
data\raw\HAM10000_images_part_1\ISIC_0025914.jpg,nevus,1,6.0005836,0.05618641
data\raw\HAM10000_images_part_1\ISIC_0024497.jpg,nevus,2,3.737186,-1.2437848
data\raw\HAM10000_images_part_1\ISIC_0026146.jpg,nevus,2,4.3011975,2.5757015
data\raw\HAM10000_images_part_2\ISIC_0029569.jpg,nevus,1,9.58111,-0.42935112
data\raw\HAM10000_images_part_1\ISIC_0028134.jpg,nevus,1,5.2468386,1.5438251
data\raw\HAM10000_images_part_2\ISIC_0030865.jpg,nevus,2,2.1691346,2.241729
data\raw\HAM10000_images_part_2\ISIC_0033315.jpg,nevus,0,5.606138,-0.7562807
data\raw\HAM10000_images_part_1\ISIC_0027304.jpg,nevus,2,3.2578533,0.700116
data\raw\HAM10000_images_part_2\ISIC_0033293.jpg,nevus,2,3.643206,-0.66882426
data\raw\HAM10000_images_part_2\ISIC_0030786.jpg,nevus,0,6.318342,-3.6403906
data\raw\HAM10000_images_part_1\ISIC_0028259.jpg,nevus,1,5.727651,-0.027253082
data\raw\HAM10000_images_part_2\ISIC_0030686.jpg,nevus,1,7.7027,0.08529308
data\raw\HAM10000_images_part_2\ISIC_0029750.jpg,nevus,2,3.1851895,2.4573395
data\raw\HAM10000_images_part_1\ISIC_0028065.jpg,melanoma,2,1.7614715,-2.1413908
data\raw\HAM10000_images_part_2\ISIC_0033605.jpg,nevus,2,4.6301126,-0.64728844
data\raw\HAM10000_images_part_2\ISIC_0032551.jpg,nevus,2,3.3020275,-0.69092417
data\raw\HAM10000_images_part_1\ISIC_0028944.jpg,nevus,2,2.837259,2.5577328
data\raw\HAM10000_images_part_1\ISIC_0025757.jpg,nevus,2,3.182978,1.2488534
data\raw\HAM10000_images_part_2\ISIC_0032450.jpg,melanoma,0,4.665657,-1.5611197
data\raw\HAM10000_images_part_1\ISIC_0026818.jpg,nevus,0,4.0873327,-1.901991
data\raw\HAM10000_images_part_1\ISIC_0026917.jpg,nevus,2,3.5818682,1.4571383
data\raw\HAM10000_images_part_2\ISIC_0033638.jpg,melanoma,0,4.80598,-2.483634
data\raw\HAM10000_images_part_2\ISIC_0032922.jpg,melanoma,2,3.6594799,-1.9710746
data\raw\HAM10000_images_part_2\ISIC_0031349.jpg,seborrheic_keratosis,1,5.849275,1.5571891
data\raw\HAM10000_images_part_1\ISIC_0027060.jpg,melanoma,0,4.880064,-0.6685819
data\raw\HAM10000_images_part_2\ISIC_0033140.jpg,nevus,2,3.9778216,-0.5655523
data\raw\HAM10000_images_part_1\ISIC_0025090.jpg,nevus,2,2.7959106,1.7948917
data\raw\HAM10000_images_part_1\ISIC_0026746.jpg,melanoma,2,2.3380425,-1.4321054
data\raw\HAM10000_images_part_2\ISIC_0031182.jpg,nevus,2,5.076044,2.7859418
data\raw\HAM10000_images_part_2\ISIC_0030583.jpg,seborrheic_keratosis,1,5.7331944,1.5784622
data\raw\HAM10000_images_part_1\ISIC_0026121.jpg,nevus,2,2.9229512,1.9475108
data\raw\HAM10000_images_part_1\ISIC_0028912.jpg,nevus,0,5.312924,0.505903
data\raw\HAM10000_images_part_2\ISIC_0030750.jpg,nevus,1,8.929221,-0.94096863
data\raw\HAM10000_images_part_2\ISIC_0031027.jpg,nevus,2,5.1923194,1.3747232
data\raw\HAM10000_images_part_1\ISIC_0026711.jpg,nevus,0,3.8319652,-3.0901499
data\raw\HAM10000_images_part_1\ISIC_0025212.jpg,nevus,1,10.155823,-1.491335
data\raw\HAM10000_images_part_2\ISIC_0030498.jpg,nevus,1,6.960648,-0.8428762
data\raw\HAM10000_images_part_1\ISIC_0025912.jpg,nevus,2,2.961349,1.6719143
data\raw\HAM10000_images_part_1\ISIC_0028354.jpg,seborrheic_keratosis,0,5.940497,-1.9658866
data\raw\HAM10000_images_part_1\ISIC_0028343.jpg,seborrheic_keratosis,1,1.8973855,-0.5777181
data\raw\HAM10000_images_part_2\ISIC_0031800.jpg,nevus,2,3.4696476,2.0305312
data\raw\HAM10000_images_part_2\ISIC_0032605.jpg,nevus,0,4.1938105,-1.9558356
data\raw\HAM10000_images_part_2\ISIC_0029322.jpg,nevus,2,2.539284,1.8915545
data\raw\HAM10000_images_part_2\ISIC_0033190.jpg,nevus,0,4.3416085,-1.3799316
data\raw\HAM10000_images_part_2\ISIC_0030207.jpg,seborrheic_keratosis,2,4.4767933,0.91334516
data\raw\HAM10000_images_part_1\ISIC_0025279.jpg,nevus,0,5.885786,-1.3750129
data\raw\HAM10000_images_part_1\ISIC_0028448.jpg,seborrheic_keratosis,2,2.5543807,2.127357
data\raw\HAM10000_images_part_2\ISIC_0030648.jpg,nevus,1,9.958139,-1.4868065
data\raw\HAM10000_images_part_2\ISIC_0033863.jpg,melanoma,0,5.9963274,-5.0989766
data\raw\HAM10000_images_part_2\ISIC_0032735.jpg,nevus,0,6.7395473,-1.9168297
data\raw\HAM10000_images_part_1\ISIC_0026852.jpg,nevus,0,3.0496364,-2.1546152
data\raw\HAM10000_images_part_2\ISIC_0032582.jpg,nevus,0,6.4322643,-4.295896
data\raw\HAM10000_images_part_1\ISIC_0026278.jpg,nevus,2,5.085241,1.1533986
data\raw\HAM10000_images_part_2\ISIC_0030735.jpg,nevus,0,4.120021,-0.20713213
data\raw\HAM10000_images_part_1\ISIC_0028852.jpg,nevus,2,3.9756885,1.182202
data\raw\HAM10000_images_part_2\ISIC_0033728.jpg,melanoma,2,2.848755,-1.09069
data\raw\HAM10000_images_part_2\ISIC_0032128.jpg,seborrheic_keratosis,0,5.3673506,-0.4642053
data\raw\HAM10000_images_part_2\ISIC_0030322.jpg,nevus,2,4.2702065,1.4240352
data\raw\HAM10000_images_part_1\ISIC_0025125.jpg,nevus,1,9.3557205,-0.5724386
data\raw\HAM10000_images_part_2\ISIC_0031707.jpg,seborrheic_keratosis,2,2.5650113,-1.7219428
data\raw\HAM10000_images_part_1\ISIC_0027947.jpg,nevus,2,3.4687035,2.8974533
data\raw\HAM10000_images_part_1\ISIC_0028817.jpg,nevus,1,5.499574,2.4675682
data\raw\HAM10000_images_part_2\ISIC_0033795.jpg,nevus,2,2.5960543,-1.5258948
data\raw\HAM10000_images_part_1\ISIC_0027062.jpg,nevus,0,5.573081,-4.7001877
data\raw\HAM10000_images_part_1\ISIC_0028631.jpg,nevus,2,2.1761818,-2.54577
data\raw\HAM10000_images_part_1\ISIC_0026048.jpg,nevus,2,2.612107,-1.1171856
data\raw\HAM10000_images_part_1\ISIC_0025956.jpg,nevus,2,4.094643,-0.8246697
data\raw\HAM10000_images_part_1\ISIC_0027330.jpg,nevus,2,2.705784,2.2811778
data\raw\HAM10000_images_part_2\ISIC_0030965.jpg,seborrheic_keratosis,2,1.6924635,-0.73746294
data\raw\HAM10000_images_part_2\ISIC_0033051.jpg,melanoma,0,5.792944,-1.1464818
data\raw\HAM10000_images_part_1\ISIC_0029259.jpg,nevus,2,4.0487223,0.51319957
data\raw\HAM10000_images_part_1\ISIC_0027350.jpg,melanoma,1,7.5473847,-0.2661398
data\raw\HAM10000_images_part_1\ISIC_0025758.jpg,seborrheic_keratosis,2,5.1527367,0.260791
data\raw\HAM10000_images_part_2\ISIC_0030943.jpg,nevus,1,5.386588,1.6978545
data\raw\HAM10000_images_part_1\ISIC_0027561.jpg,melanoma,2,1.3689961,-1.87078
data\raw\HAM10000_images_part_2\ISIC_0030806.jpg,seborrheic_keratosis,2,1.6936307,-0.36550036
data\raw\HAM10000_images_part_2\ISIC_0033185.jpg,seborrheic_keratosis,2,2.8280146,-0.101369135
data\raw\HAM10000_images_part_1\ISIC_0027329.jpg,nevus,0,4.9319882,-2.3231301
data\raw\HAM10000_images_part_2\ISIC_0031308.jpg,nevus,2,5.0265145,-0.3365774
data\raw\HAM10000_images_part_1\ISIC_0024981.jpg,seborrheic_keratosis,0,6.125475,-0.82664746
data\raw\HAM10000_images_part_2\ISIC_0031972.jpg,melanoma,2,2.754084,-0.37801027
data\raw\HAM10000_images_part_2\ISIC_0030105.jpg,seborrheic_keratosis,0,5.506931,-3.3749301
data\raw\HAM10000_images_part_2\ISIC_0033101.jpg,nevus,2,2.7396545,-1.1781985
data\raw\HAM10000_images_part_2\ISIC_0030537.jpg,nevus,1,6.9059653,-0.24759726
data\raw\HAM10000_images_part_2\ISIC_0030504.jpg,nevus,2,3.4642904,-1.5346701
data\raw\HAM10000_images_part_1\ISIC_0026426.jpg,nevus,2,2.207204,1.6148921
data\raw\HAM10000_images_part_2\ISIC_0033198.jpg,melanoma,0,5.5402055,-4.642213
data\raw\HAM10000_images_part_2\ISIC_0031168.jpg,seborrheic_keratosis,2,1.4591894,-0.73599494
data\raw\HAM10000_images_part_2\ISIC_0033520.jpg,melanoma,0,3.9915178,-2.3591242
data\raw\HAM10000_images_part_1\ISIC_0028433.jpg,nevus,1,5.10432,2.176907
data\raw\HAM10000_images_part_2\ISIC_0032765.jpg,nevus,2,2.7401397,2.2069354
data\raw\HAM10000_images_part_2\ISIC_0032322.jpg,nevus,0,5.3491263,-0.3449741
data\raw\HAM10000_images_part_1\ISIC_0024366.jpg,nevus,0,4.594868,-1.1512889
