lesion_id,n_images
HAM_0001543,1
HAM_0001544,1
HAM_0001545,1
HAM_0001546,1
HAM_0001547,2
HAM_0001548,1
HAM_0001549,1
HAM_0001550,1
HAM_0001551,1
HAM_0001552,2
HAM_0001553,1
HAM_0001554,1
HAM_0001555,1
HAM_0001556,1
HAM_0001557,1
HAM_0001558,1
HAM_0001559,1
HAM_0001560,1
HAM_0001561,1
HAM_0001562,2
HAM_0001563,1
HAM_0001564,1
HAM_0001567,2
HAM_0001568,1
HAM_0001569,1
HAM_0001570,2
HAM_0001571,1
HAM_0001572,1
HAM_0001574,1
HAM_0001577,1
HAM_0001578,1
HAM_0001579,1
HAM_0001580,1
HAM_0001581,1
HAM_0001582,1
HAM_0001583,1
HAM_0001584,1
HAM_0001585,1
HAM_0001586,1
HAM_0001587,1
HAM_0001588,1
HAM_0001589,1
HAM_0001590,1
HAM_0001591,1
HAM_0001592,1
HAM_0001594,1
HAM_0001595,1
HAM_0001596,2
HAM_0001597,2
HAM_0001598,2
HAM_0001599,1
HAM_0001600,2
HAM_0001601,2
HAM_0001602,1
HAM_0001603,1
HAM_0001604,2
HAM_0001605,2
HAM_0001606,1
HAM_0001607,1
HAM_0001608,3
HAM_0001609,2
HAM_0001611,1
HAM_0001612,1
HAM_0001613,2
HAM_0001614,1
HAM_0001615,3
HAM_0001617,1
HAM_0001619,1
HAM_0001620,1
HAM_0001622,1
HAM_0001623,2
HAM_0001626,1
HAM_0001627,1
HAM_0001628,1
HAM_0001629,1
HAM_0001630,1
HAM_0001631,1
HAM_0001632,1
HAM_0001633,2
HAM_0001634,1
HAM_0001635,1
HAM_0001636,1
HAM_0001637,1
HAM_0001638,1
HAM_0001639,1
HAM_0001641,3
HAM_0001642,1
HAM_0001643,1
HAM_0001644,1
HAM_0001645,2
HAM_0001646,1
HAM_0001647,2
HAM_0001648,1
HAM_0001650,1
HAM_0001651,3
HAM_0001652,1
HAM_0001653,1
HAM_0001655,1
HAM_0001656,1
HAM_0001657,1
HAM_0001658,1
HAM_0001659,1
HAM_0001660,1
HAM_0001661,1
HAM_0001662,1
HAM_0001663,1
HAM_0001664,1
HAM_0001665,2
HAM_0001667,2
HAM_0001668,1
HAM_0001669,2
HAM_0001670,1
HAM_0001671,2
HAM_0001672,1
HAM_0001673,2
HAM_0001674,1
HAM_0001675,1
HAM_0001676,1
HAM_0001677,1
HAM_0001678,1
HAM_0001679,1
HAM_0001680,2
HAM_0001681,1
HAM_0001682,1
HAM_0001683,3
HAM_0001684,2
HAM_0001685,1
HAM_0001686,1
HAM_0001687,1
HAM_0001688,1
HAM_0001689,2
HAM_0001690,1
HAM_0001691,1
HAM_0001692,3
HAM_0001695,1
HAM_0001696,2
HAM_0001697,2
HAM_0001698,1
HAM_0001699,1
HAM_0001700,1
HAM_0001701,2
HAM_0001702,2
HAM_0001703,2
HAM_0001704,1
HAM_0001705,1
HAM_0001706,1
HAM_0001708,2
HAM_0001709,1
HAM_0001710,1
HAM_0001712,2
HAM_0001714,1
HAM_0001715,3
HAM_0001716,1
HAM_0001717,1
HAM_0001718,1
HAM_0001720,2
HAM_0001721,4
HAM_0001722,1
HAM_0001723,1
HAM_0001724,1
HAM_0001725,1
HAM_0001726,3
HAM_0001727,1
HAM_0001728,1
HAM_0001729,2
HAM_0001730,2
HAM_0001731,1
HAM_0001732,1
HAM_0001733,3
HAM_0001734,3
HAM_0001735,1
HAM_0001736,1
HAM_0001737,2
HAM_0001738,1
HAM_0001739,2
HAM_0001740,3
HAM_0001741,2
HAM_0001742,1
HAM_0001743,1
HAM_0001744,3
HAM_0001745,2
HAM_0001746,1
HAM_0001747,2
HAM_0001748,1
HAM_0001750,1
HAM_0001751,1
HAM_0001752,1
HAM_0001753,1
HAM_0001754,1
HAM_0001755,1
HAM_0001756,1
HAM_0001757,1
HAM_0001758,1
HAM_0001760,1
HAM_0001761,1
HAM_0001762,1
HAM_0001763,1
HAM_0001764,2
HAM_0001765,2
HAM_0001766,1
HAM_0001767,2
HAM_0001768,1
HAM_0001769,1
HAM_0001770,1
HAM_0001771,1
HAM_0001772,2
HAM_0001773,2
HAM_0001774,1
HAM_0001775,1
HAM_0001776,1
HAM_0001777,3
HAM_0001778,1
HAM_0001779,1
HAM_0001781,4
HAM_0001782,1
HAM_0001783,1
HAM_0001784,1
HAM_0001787,1
HAM_0001788,1
HAM_0001789,1
HAM_0001790,2
HAM_0001791,2
HAM_0001792,1
HAM_0001793,2
HAM_0001794,1
HAM_0001795,1
HAM_0001796,2
HAM_0001797,1
HAM_0001798,1
HAM_0001799,1
HAM_0001800,1
HAM_0001801,2
HAM_0001802,1
HAM_0001803,3
HAM_0001804,1
HAM_0001805,1
HAM_0001806,1
HAM_0001807,1
HAM_0001808,3
HAM_0001809,1
HAM_0001810,1
HAM_0001811,2
HAM_0001812,1
HAM_0001813,2
HAM_0001814,2
HAM_0001815,2
HAM_0001816,1
HAM_0001817,3
HAM_0001818,1
HAM_0001819,2
HAM_0001820,2
HAM_0001821,1
HAM_0001822,1
HAM_0001823,1
HAM_0001824,3
HAM_0001825,1
HAM_0001826,1
HAM_0001827,1
HAM_0001828,1
HAM_0001829,1
HAM_0001830,2
HAM_0001831,1
HAM_0001832,1
HAM_0001833,1
HAM_0001834,1
HAM_0001835,3
HAM_0001836,1
HAM_0001837,2
HAM_0001838,1
HAM_0001839,2
HAM_0001840,1
HAM_0001842,1
HAM_0001843,1
HAM_0001844,1
HAM_0001845,1
HAM_0001846,2
HAM_0001847,2
HAM_0001848,1
HAM_0001849,2
HAM_0001850,1
HAM_0001851,1
HAM_0001853,1
HAM_0001854,1
HAM_0001855,2
HAM_0001856,1
HAM_0001857,1
HAM_0001858,2
HAM_0001859,1
HAM_0001861,1
HAM_0001862,1
HAM_0001863,6
HAM_0001864,1
HAM_0001865,1
HAM_0001866,1
HAM_0001867,1
HAM_0001868,1
HAM_0001869,2
HAM_0001870,3
HAM_0001871,1
HAM_0001872,3
HAM_0001873,1
HAM_0001874,1
HAM_0001875,1
HAM_0001876,1
HAM_0001877,1
HAM_0001878,2
HAM_0001879,1
HAM_0001880,1
HAM_0001881,2
HAM_0001882,1
HAM_0001883,2
HAM_0001885,1
HAM_0001886,1
HAM_0001887,1
HAM_0001888,1
HAM_0001889,3
HAM_0001891,2
HAM_0001893,1
HAM_0001895,3
HAM_0001896,1
HAM_0001897,1
HAM_0001898,1
HAM_0001899,1
HAM_0001901,1
HAM_0001902,2
HAM_0001904,1
HAM_0001905,3
HAM_0001906,1
HAM_0001908,2
HAM_0001909,1
HAM_0001910,2
HAM_0001911,1
HAM_0001912,2
HAM_0001913,1
HAM_0001914,2
HAM_0001915,1
HAM_0001916,2
HAM_0001917,1
HAM_0001918,1
HAM_0001919,1
HAM_0001921,1
HAM_0001923,1
HAM_0001924,1
HAM_0001925,1
HAM_0001927,1
HAM_0001928,3
HAM_0001929,1
HAM_0001930,3
HAM_0001931,1
HAM_0001932,1
HAM_0001933,1
HAM_0001934,4
HAM_0001935,3
HAM_0001936,2
HAM_0001937,1
HAM_0001938,1
HAM_0001939,1
HAM_0001940,1
HAM_0001941,1
HAM_0001942,1
HAM_0001943,4
HAM_0001944,1
HAM_0001945,1
HAM_0001946,1
HAM_0001947,1
HAM_0001948,3
HAM_0001949,2
HAM_0001950,1
HAM_0001951,1
HAM_0001952,1
HAM_0001953,2
HAM_0001954,2
HAM_0001955,1
HAM_0001956,2
HAM_0001957,1
HAM_0001958,1
HAM_0001959,1
HAM_0001960,1
HAM_0001961,1
HAM_0001962,1
HAM_0001963,1
HAM_0001964,2
HAM_0001965,1
HAM_0001966,1
HAM_0001968,2
HAM_0001969,1
HAM_0001970,1
HAM_0001971,2
HAM_0001972,1
HAM_0001973,1
HAM_0001974,2
HAM_0001975,2
HAM_0001976,2
HAM_0001977,1
HAM_0001978,1
HAM_0001979,1
HAM_0001980,1
HAM_0001981,1
HAM_0001982,2
HAM_0001983,1
HAM_0001984,1
HAM_0001985,1
HAM_0001986,2
HAM_0001987,1
HAM_0001988,1
HAM_0001989,1
HAM_0001990,1
HAM_0001991,1
HAM_0001992,1
HAM_0001993,1
HAM_0001994,3
HAM_0001995,1
HAM_0001996,1
HAM_0001997,1
HAM_0001998,1
HAM_0001999,1
HAM_0002000,1
HAM_0002001,1
HAM_0002002,1
HAM_0002003,1
HAM_0002004,2
HAM_0002005,1
HAM_0002006,1
HAM_0002007,2
HAM_0002008,4
HAM_0002009,3
HAM_0002011,2
HAM_0002013,1
HAM_0002014,1
HAM_0002015,3
HAM_0002016,3
HAM_0002019,1
HAM_0002020,1
HAM_0002022,1
HAM_0002023,1
HAM_0002025,3
HAM_0002026,1
HAM_0002027,1
HAM_0002028,1
HAM_0002029,1
HAM_0002030,3
HAM_0002031,2
HAM_0002032,1
HAM_0002033,2
HAM_0002034,1
HAM_0002035,1
HAM_0002036,1
HAM_0002037,1
HAM_0002038,1
HAM_0002039,1
HAM_0002040,3
HAM_0002041,1
HAM_0002042,4
HAM_0002043,1
HAM_0002044,1
HAM_0002046,1
HAM_0002047,1
HAM_0002048,1
HAM_0002049,1
HAM_0002050,1
HAM_0002051,2
HAM_0002052,1
HAM_0002053,1
HAM_0002054,1
HAM_0002055,1
HAM_0002056,1
HAM_0002058,1
HAM_0002059,1
HAM_0002060,1
HAM_0002062,1
HAM_0002063,1
HAM_0002064,1
HAM_0002065,1
HAM_0002066,1
HAM_0002067,2
HAM_0002068,1
HAM_0002071,1
HAM_0002072,1
HAM_0002073,1
HAM_0002074,2
HAM_0002075,1
HAM_0002076,1
HAM_0002077,1
HAM_0002078,1
HAM_0002079,1
HAM_0002080,1
HAM_0002081,1
HAM_0002082,1
HAM_0002084,2
HAM_0002085,1
HAM_0002086,2
HAM_0002087,1
HAM_0002088,1
HAM_0002089,1
HAM_0002090,1
HAM_0002091,1
HAM_0002092,2
HAM_0002093,1
HAM_0002095,1
HAM_0002096,2
HAM_0002097,2
HAM_0002098,1
HAM_0002099,2
HAM_0002100,1
HAM_0002101,1
HAM_0002102,1
HAM_0002103,1
HAM_0002104,1
HAM_0002105,1
HAM_0002106,2
HAM_0002107,1
HAM_0002108,1
HAM_0002109,1
HAM_0002110,1
HAM_0002111,1
HAM_0002112,1
HAM_0002113,1
HAM_0002114,1
HAM_0002115,1
HAM_0002116,1
HAM_0002117,1
HAM_0002118,1
HAM_0002119,1
HAM_0002120,2
HAM_0002121,1
HAM_0002122,1
HAM_0002123,1
HAM_0002124,1
HAM_0002125,1
HAM_0002126,1
HAM_0002127,2
HAM_0002128,2
HAM_0002130,1
HAM_0002131,2
HAM_0002132,1
HAM_0002133,1
HAM_0002135,2
HAM_0002136,3
HAM_0002137,1
HAM_0002138,1
HAM_0002139,2
HAM_0002140,1
HAM_0002141,1
HAM_0002142,1
HAM_0002143,1
HAM_0002144,1
HAM_0002145,1
HAM_0002146,1
HAM_0002147,1
HAM_0002148,1
HAM_0002149,1
HAM_0002150,1
HAM_0002151,1
HAM_0002152,1
HAM_0002154,4
HAM_0002155,1
HAM_0002156,1
HAM_0002157,1
HAM_0002159,2
HAM_0002160,1
HAM_0002161,1
HAM_0002162,1
HAM_0002163,1
HAM_0002164,1
HAM_0002165,1
HAM_0002166,1
HAM_0002168,1
HAM_0002169,2
HAM_0002170,3
HAM_0002171,1
HAM_0002172,1
HAM_0002173,1
HAM_0002174,1
HAM_0002175,1
HAM_0002176,2
HAM_0002178,1
HAM_0002179,1
HAM_0002180,1
HAM_0002181,1
HAM_0002182,2
HAM_0002183,1
HAM_0002184,1
HAM_0002186,1
HAM_0002187,2
HAM_0002188,1
HAM_0002189,1
HAM_0002190,1
HAM_0002191,1
HAM_0002192,1
HAM_0002193,2
HAM_0002194,2
HAM_0002195,1
HAM_0002196,2
HAM_0002197,1
HAM_0002198,2
HAM_0002199,1
HAM_0002200,1
HAM_0002201,1
HAM_0002202,1
HAM_0002203,1
HAM_0002205,2
HAM_0002206,2
HAM_0002207,2
HAM_0002208,3
HAM_0002209,1
HAM_0002210,1
HAM_0002211,1
HAM_0002212,1
HAM_0002213,1
HAM_0002214,1
HAM_0002215,1
HAM_0002216,2
HAM_0002217,2
HAM_0002219,1
HAM_0002220,1
HAM_0002221,1
HAM_0002222,1
HAM_0002223,1
HAM_0002225,1
HAM_0002226,1
HAM_0002227,1
HAM_0002228,1
HAM_0002229,1
HAM_0002230,1
HAM_0002231,1
HAM_0002233,1
HAM_0002234,1
HAM_0002235,3
HAM_0002236,1
HAM_0002237,1
HAM_0002238,2
HAM_0002239,1
HAM_0002241,1
HAM_0002242,1
HAM_0002244,2
HAM_0002245,1
HAM_0002246,1
HAM_0002247,1
HAM_0002248,1
HAM_0002249,1
HAM_0002250,1
HAM_0002251,1
HAM_0002252,1
HAM_0002253,3
HAM_0002254,1
HAM_0002255,1
HAM_0002256,1
HAM_0002257,2
HAM_0002259,1
HAM_0002260,1
HAM_0002262,1
HAM_0002263,1
HAM_0002264,1
HAM_0002265,1
HAM_0002266,1
HAM_0002267,1
HAM_0002268,2
HAM_0002270,1
HAM_0002271,3
HAM_0002272,1
HAM_0002273,1
HAM_0002274,1
HAM_0002275,1
HAM_0002276,1
HAM_0002277,1
HAM_0002278,1
HAM_0002279,1
HAM_0002280,1
HAM_0002281,1
HAM_0002282,1
HAM_0002283,1
HAM_0002284,2
HAM_0002285,1
HAM_0002286,1
HAM_0002287,1
HAM_0002288,1
HAM_0002289,1
HAM_0002290,1
HAM_0002291,1
HAM_0002292,1
HAM_0002293,1
HAM_0002294,1
HAM_0002295,2
HAM_0002296,2
HAM_0002297,1
HAM_0002298,1
HAM_0002299,2
HAM_0002300,3
HAM_0002301,2
HAM_0002302,1
HAM_0002303,2
HAM_0002304,1
HAM_0002305,1
HAM_0002306,1
HAM_0002308,1
HAM_0002309,1
HAM_0002310,1
HAM_0002311,1
HAM_0002314,1
HAM_0002315,1
HAM_0002316,1
HAM_0002317,1
HAM_0002318,1
HAM_0002319,2
HAM_0002320,1
HAM_0002321,1
HAM_0002322,1
HAM_0002323,2
HAM_0002324,1
HAM_0002325,2
HAM_0002326,2
HAM_0002327,3
HAM_0002328,1
HAM_0002329,2
HAM_0002330,1
HAM_0002331,1
HAM_0002332,2
HAM_0002333,1
HAM_0002335,2
HAM_0002336,1
HAM_0002337,1
HAM_0002338,1
HAM_0002339,1
HAM_0002340,1
HAM_0002341,1
HAM_0002342,3
HAM_0002344,1
HAM_0002345,1
HAM_0002347,1
HAM_0002348,2
HAM_0002349,2
HAM_0002350,2
HAM_0002351,1
HAM_0002352,1
HAM_0002353,1
HAM_0002354,1
HAM_0002355,1
HAM_0002356,1
HAM_0002357,2
HAM_0002358,2
HAM_0002359,1
HAM_0002360,1
HAM_0002361,1
HAM_0002362,1
HAM_0002363,3
HAM_0002364,5
HAM_0002366,1
HAM_0002367,3
HAM_0002368,2
HAM_0002369,1
HAM_0002370,2
HAM_0002371,1
HAM_0002372,3
HAM_0002373,1
HAM_0002374,1
HAM_0002375,2
HAM_0002377,2
HAM_0002378,1
HAM_0002379,1
HAM_0002380,1
HAM_0002381,1
HAM_0002382,1
HAM_0002383,1
HAM_0002384,1
HAM_0002385,1
HAM_0002386,3
HAM_0002387,1
HAM_0002388,1
HAM_0002389,1
HAM_0002391,3
HAM_0002392,1
HAM_0002393,1
HAM_0002394,1
HAM_0002395,1
HAM_0002396,1
HAM_0002398,1
HAM_0002399,1
HAM_0002400,2
HAM_0002401,1
HAM_0002402,1
HAM_0002403,1
HAM_0002404,1
HAM_0002405,1
HAM_0002406,1
HAM_0002407,1
HAM_0002408,2
HAM_0002409,2
HAM_0002410,1
HAM_0002411,1
HAM_0002412,1
HAM_0002413,1
HAM_0002414,1
HAM_0002415,1
HAM_0002416,2
HAM_0002417,2
HAM_0002418,1
HAM_0002419,1
HAM_0002420,1
HAM_0002422,1
HAM_0002423,3
HAM_0002424,1
HAM_0002425,2
HAM_0002426,1
HAM_0002428,1
HAM_0002429,1
HAM_0002430,3
HAM_0002431,3
HAM_0002432,1
HAM_0002433,1
HAM_0002434,3
HAM_0002435,1
HAM_0002436,2
HAM_0002437,1
HAM_0002438,1
HAM_0002439,1
HAM_0002440,1
HAM_0002442,1
HAM_0002443,1
HAM_0002444,1
HAM_0002445,1
HAM_0002446,1
HAM_0002448,3
HAM_0002449,1
HAM_0002451,1
HAM_0002452,1
HAM_0002453,1
HAM_0002454,1
HAM_0002455,1
HAM_0002456,1
HAM_0002457,1
HAM_0002458,1
HAM_0002459,1
HAM_0002460,1
HAM_0002462,2
HAM_0002464,1
HAM_0002465,1
HAM_0002466,1
HAM_0002468,1
HAM_0002469,1
HAM_0002470,2
HAM_0002471,2
HAM_0002473,1
HAM_0002474,1
HAM_0002475,1
HAM_0002476,2
HAM_0002477,1
HAM_0002478,1
HAM_0002479,1
HAM_0002480,2
HAM_0002481,1
HAM_0002482,1
HAM_0002483,1
HAM_0002484,2
HAM_0002485,1
HAM_0002486,1
HAM_0002487,1
HAM_0002488,2
HAM_0002489,2
HAM_0002490,2
HAM_0002491,2
HAM_0002492,1
HAM_0002493,2
HAM_0002494,1
HAM_0002495,1
HAM_0002496,1
HAM_0002497,1
HAM_0002499,1
HAM_0002500,1
HAM_0002501,3
HAM_0002502,3
HAM_0002503,1
HAM_0002504,1
HAM_0002505,1
HAM_0002508,1
HAM_0002509,2
HAM_0002510,1
HAM_0002511,2
HAM_0002512,1
HAM_0002513,1
HAM_0002514,1
HAM_0002515,1
HAM_0002516,1
HAM_0002517,1
HAM_0002518,1
HAM_0002519,3
HAM_0002520,1
HAM_0002521,2
HAM_0002522,1
HAM_0002523,1
HAM_0002524,1
HAM_0002525,2
HAM_0002527,1
HAM_0002528,1
HAM_0002529,1
HAM_0002530,1
HAM_0002531,1
HAM_0002532,1
HAM_0002533,1
HAM_0002534,3
HAM_0002535,1
HAM_0002536,1
HAM_0002537,1
HAM_0002539,1
HAM_0002540,1
HAM_0002541,1
HAM_0002542,1
HAM_0002543,1
HAM_0002544,1
HAM_0002545,1
HAM_0002547,2
HAM_0002548,2
HAM_0002549,1
HAM_0002550,1
HAM_0002552,3
HAM_0002553,1
HAM_0002554,2
HAM_0002555,1
HAM_0002556,2
HAM_0002557,1
HAM_0002561,1
HAM_0002562,1
HAM_0002563,1
HAM_0002564,1
HAM_0002566,2
HAM_0002567,2
HAM_0002568,1
HAM_0002569,1
HAM_0002570,1
HAM_0002571,2
HAM_0002572,2
HAM_0002573,1
HAM_0002574,3
HAM_0002575,2
HAM_0002576,2
HAM_0002578,1
HAM_0002579,1
HAM_0002580,1
HAM_0002581,2
HAM_0002582,2
HAM_0002583,1
HAM_0002584,1
HAM_0002585,1
HAM_0002586,1
HAM_0002587,2
HAM_0002588,1
HAM_0002589,2
HAM_0002590,1
HAM_0002591,2
HAM_0002592,1
HAM_0002593,1
HAM_0002594,1
HAM_0002595,1
HAM_0002596,2
HAM_0002597,1
HAM_0002598,1
HAM_0002599,1
HAM_0002600,1
HAM_0002601,1
HAM_0002602,1
HAM_0002603,1
HAM_0002604,1
HAM_0002605,1
HAM_0002606,1
HAM_0002607,1
HAM_0002608,1
HAM_0002609,2
HAM_0002612,1
HAM_0002613,3
HAM_0002614,1
HAM_0002616,2
HAM_0002617,3
HAM_0002618,1
HAM_0002619,1
HAM_0002620,1
HAM_0002621,1
HAM_0002622,1
HAM_0002623,1
HAM_0002624,1
HAM_0002626,1
HAM_0002627,1
HAM_0002628,3
HAM_0002629,1
HAM_0002630,1
HAM_0002631,1
HAM_0002632,1
HAM_0002633,1
HAM_0002634,1
HAM_0002635,1
HAM_0002636,1
HAM_0002637,1
HAM_0002638,1
HAM_0002640,1
HAM_0002641,3
HAM_0002642,1
HAM_0002643,1
HAM_0002645,3
HAM_0002647,2
HAM_0002649,1
HAM_0002651,1
HAM_0002652,2
HAM_0002653,1
HAM_0002654,1
HAM_0002656,1
HAM_0002657,1
HAM_0002658,2
HAM_0002659,1
HAM_0002660,1
HAM_0002661,3
HAM_0002662,1
HAM_0002663,1
HAM_0002665,1
HAM_0002667,1
HAM_0002668,2
HAM_0002669,1
HAM_0002670,2
HAM_0002671,3
HAM_0002673,1
HAM_0002674,1
HAM_0002675,3
HAM_0002676,1
HAM_0002677,1
HAM_0002678,1
HAM_0002679,1
HAM_0002680,1
HAM_0002681,1
HAM_0002682,1
HAM_0002683,1
HAM_0002684,1
HAM_0002685,1
HAM_0002686,1
HAM_0002687,1
HAM_0002688,1
HAM_0002690,1
HAM_0002691,1
HAM_0002693,1
HAM_0002694,1
HAM_0002695,1
HAM_0002696,2
HAM_0002697,1
HAM_0002698,2
HAM_0002700,1
HAM_0002701,2
HAM_0002702,1
HAM_0002703,1
HAM_0002704,1
HAM_0002707,1
HAM_0002708,2
HAM_0002709,1
HAM_0002710,1
HAM_0002711,2
HAM_0002712,1
HAM_0002713,1
HAM_0002714,2
HAM_0002715,2
HAM_0002716,1
HAM_0002718,1
HAM_0002719,1
HAM_0002720,1
HAM_0002721,3
HAM_0002722,3
HAM_0002723,2
HAM_0002724,2
HAM_0002725,1
HAM_0002726,2
HAM_0002727,1
HAM_0002728,1
HAM_0002729,2
HAM_0002730,2
HAM_0002731,1
HAM_0002732,3
HAM_0002735,1
HAM_0002737,1
HAM_0002738,1
HAM_0002739,1
HAM_0002740,1
HAM_0002741,1
HAM_0002742,1
HAM_0002743,1
HAM_0002746,1
HAM_0002747,1
HAM_0002748,1
HAM_0002749,1
HAM_0002750,3
HAM_0002751,1
HAM_0002752,1
HAM_0002753,1
HAM_0002754,2
HAM_0002755,2
HAM_0002756,1
HAM_0002757,2
HAM_0002758,1
HAM_0002759,2
HAM_0002760,1
HAM_0002761,2
HAM_0002762,1
HAM_0002763,1
HAM_0002764,1
HAM_0002765,1
HAM_0002766,1
HAM_0002767,1
HAM_0002768,2
HAM_0002769,1
HAM_0002770,2
HAM_0002772,2
HAM_0002773,1
HAM_0002774,1
HAM_0002775,1
HAM_0002776,1
HAM_0002777,1
HAM_0002778,1
HAM_0002779,1
HAM_0002780,1
HAM_0002781,1
HAM_0002782,1
HAM_0002783,1
HAM_0002784,1
HAM_0002786,1
HAM_0002789,1
HAM_0002790,1
HAM_0002792,1
HAM_0002793,1
HAM_0002794,1
HAM_0002795,2
HAM_0002796,2
HAM_0002797,2
HAM_0002798,2
HAM_0002799,1
HAM_0002800,2
HAM_0002801,1
HAM_0002802,1
HAM_0002803,1
HAM_0002805,1
HAM_0002806,1
HAM_0002807,1
HAM_0002808,1
HAM_0002809,3
HAM_0002810,2
HAM_0002811,1
HAM_0002813,1
HAM_0002814,1
HAM_0002815,1
HAM_0002816,1
HAM_0002817,2
HAM_0002819,1
HAM_0002820,1
HAM_0002821,1
HAM_0002822,1
HAM_0002823,1
HAM_0002824,4
HAM_0002825,1
HAM_0002826,1
HAM_0002827,1
HAM_0002828,1
HAM_0002829,1
HAM_0002830,1
HAM_0002831,1
HAM_0002832,2
HAM_0002833,2
HAM_0002834,2
HAM_0002835,1
HAM_0002836,1
HAM_0002837,1
HAM_0002838,1
HAM_0002839,2
HAM_0002840,1
HAM_0002841,3
HAM_0002842,1
HAM_0002843,1
HAM_0002844,1
HAM_0002845,1
HAM_0002846,1
HAM_0002847,1
HAM_0002849,1
HAM_0002850,1
HAM_0002851,1
HAM_0002852,1
HAM_0002853,1
HAM_0002854,1
HAM_0002855,1
HAM_0002856,2
HAM_0002857,1
HAM_0002858,1
HAM_0002859,1
HAM_0002860,1
HAM_0002861,1
HAM_0002863,1
HAM_0002864,1
HAM_0002865,1
HAM_0002866,1
HAM_0002868,1
HAM_0002869,2
HAM_0002870,1
HAM_0002872,1
HAM_0002873,1
HAM_0002874,2
HAM_0002875,1
HAM_0002876,2
HAM_0002877,1
HAM_0002878,2
HAM_0002879,1
HAM_0002880,1
HAM_0002881,2
HAM_0002883,1
HAM_0002884,1
HAM_0002885,1
HAM_0002887,1
HAM_0002888,2
HAM_0002889,1
HAM_0002890,2
HAM_0002891,1
HAM_0002892,1
HAM_0002893,1
HAM_0002894,2
HAM_0002896,1
HAM_0002897,1
HAM_0002898,3
HAM_0002899,1
HAM_0002900,1
HAM_0002901,1
HAM_0002902,1
HAM_0002903,2
HAM_0002904,1
HAM_0002905,1
HAM_0002906,2
HAM_0002907,1
HAM_0002908,2
HAM_0002910,1
HAM_0002911,2
HAM_0002912,1
HAM_0002913,1
HAM_0002915,3
HAM_0002916,1
HAM_0002917,1
HAM_0002918,1
HAM_0002919,1
HAM_0002920,1
HAM_0002921,1
HAM_0002922,1
HAM_0002923,3
HAM_0002924,1
HAM_0002925,1
HAM_0002926,1
HAM_0002927,1
HAM_0002928,2
HAM_0002929,1
HAM_0002930,1
HAM_0002931,1
HAM_0002932,1
HAM_0002933,2
HAM_0002935,1
HAM_0002936,2
HAM_0002937,1
HAM_0002938,1
HAM_0002939,2
HAM_0002940,1
HAM_0002941,1
HAM_0002942,2
HAM_0002943,1
HAM_0002944,1
HAM_0002945,1
HAM_0002946,2
HAM_0002947,1
HAM_0002948,1
HAM_0002949,1
HAM_0002950,1
HAM_0002951,1
HAM_0002952,2
HAM_0002953,1
HAM_0002955,1
HAM_0002956,2
HAM_0002957,2
HAM_0002958,1
HAM_0002961,1
HAM_0002962,1
HAM_0002963,1
HAM_0002964,1
HAM_0002965,1
HAM_0002966,1
HAM_0002967,1
HAM_0002968,1
HAM_0002969,1
HAM_0002970,2
HAM_0002971,1
HAM_0002972,1
HAM_0002973,2
HAM_0002974,1
HAM_0002975,2
HAM_0002976,1
HAM_0002977,1
HAM_0002978,1
HAM_0002979,2
HAM_0002980,1
HAM_0002981,2
HAM_0002982,1
HAM_0002984,1
HAM_0002985,1
HAM_0002986,1
HAM_0002987,1
HAM_0002988,1
HAM_0002989,1
HAM_0002990,1
HAM_0002991,1
HAM_0002992,1
HAM_0002993,3
HAM_0002994,1
HAM_0002995,1
HAM_0002996,1
HAM_0002997,1
HAM_0002999,1
HAM_0003000,1
HAM_0003001,1
HAM_0003002,2
HAM_0003003,2
HAM_0003004,1
HAM_0003005,1
HAM_0003006,1
HAM_0003007,2
HAM_0003008,1
HAM_0003009,1
HAM_0003010,1
HAM_0003011,1
HAM_0003012,1
HAM_0003013,1
HAM_0003014,1
HAM_0003015,2
HAM_0003016,2
HAM_0003017,1
HAM_0003018,2
HAM_0003019,1
HAM_0003020,1
HAM_0003021,4
HAM_0003022,1
HAM_0003024,1
HAM_0003025,1
HAM_0003026,1
HAM_0003027,2
HAM_0003028,1
HAM_0003029,1
HAM_0003030,2
HAM_0003031,1
HAM_0003032,1
HAM_0003033,4
HAM_0003034,1
HAM_0003035,2
HAM_0003036,1
HAM_0003038,1
HAM_0003040,1
HAM_0003041,1
HAM_0003042,1
HAM_0003044,1
HAM_0003045,2
HAM_0003047,1
HAM_0003048,1
HAM_0003049,1
HAM_0003050,2
HAM_0003052,1
HAM_0003053,1
HAM_0003054,1
HAM_0003055,1
HAM_0003056,1
HAM_0003057,2
HAM_0003058,1
HAM_0003059,1
HAM_0003060,1
HAM_0003061,1
HAM_0003062,1
HAM_0003063,1
HAM_0003064,1
HAM_0003065,1
HAM_0003067,1
HAM_0003069,1
HAM_0003070,1
HAM_0003071,1
HAM_0003073,3
HAM_0003074,1
HAM_0003075,1
HAM_0003076,1
HAM_0003077,1
HAM_0003078,2
HAM_0003079,1
HAM_0003080,1
HAM_0003082,1
HAM_0003083,2
HAM_0003084,1
HAM_0003085,1
HAM_0003087,1
HAM_0003088,2
HAM_0003089,1
HAM_0003090,1
HAM_0003091,2
HAM_0003092,1
HAM_0003093,1
HAM_0003095,1
HAM_0003096,1
HAM_0003097,3
HAM_0003098,1
HAM_0003099,1
HAM_0003100,1
HAM_0003102,2
